PO Number,PO Date,Delivery Dt,Vendor,Vendor Name,PO Header text,Site,Site Name,Article,Article Description,HSN/SAC Code.,         Price,    Quantity,    GRN Qty,Pending Qty,     Net Value,Status,Pending Value,Format,Days,Ageing
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TY4A,TJ SKLS Galaxy Mall Redhills,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,700,0,700,189,Full,189,Junior,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TXYJ,TJ Pudur,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1100,0,1100,297,Full,297,Junior,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TXK7,TJ CV Rajagopala Street Kancheepuram,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1400,0,1400,378,Full,378,Junior,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TX8R,RRL TW Kanniyakumari Vansika Complex,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,2800,0,2800,756,Full,756,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TWSP,TW Krishnagiri,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,3000,0,3000,810,Full,810,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TWSM,TW Karumandapam,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1300,0,1300,351,Full,351,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TWSF,TW RM Colony Dindigul,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,2000,0,2000,540,Full,540,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TTS0,TW Sungam Coimbatore,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,600,0,600,162,Full,162,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TTR8,TJ Mahalingapuram Pollachi,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,700,0,700,189,Full,189,Junior,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TTF5,TW Kumbakonam,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,3200,0,3200,864,Full,864,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TTF1,TW Race Course Road,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1100,0,1100,297,Full,297,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TTE8,TW Vilankurichi Road Coimbatore,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,500,0,500,135,Full,135,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TPV0,TW Royapuram,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,2300,0,2300,621,Full,621,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TPN5,TJ Saravanampatti Coimbatore,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,500,0,500,135,Full,135,Junior,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TOA1,Trends Junior  KK Nagar Madurai,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,3300,0,3300,891,Full,891,Junior,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TM80,KK Nagar,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,3700,0,3700,999,Full,999,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TLH1,TJ Lawsons Road,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,2400,0,2400,648,Full,648,Junior,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TLB5,TW-SARAVANAMPATTI,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,700,0,700,189,Full,189,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TKY6,TW-KK NAGAR CHENNAI,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1800,0,1800,486,Full,486,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TKT2,TW-KOVILAMPAKKAM,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1900,0,1900,513,Full,513,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TKA0,RRL TW-LAWSONS ROAD,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,2700,0,2700,729,Full,729,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TJQ6,RRL TW-KUMARAN ROAD,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,900,0,900,243,Full,243,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TJQ1,RRL TJ-IYER BUNGLOW,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1000,0,1000,270,Full,270,Junior,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TGE0,TW-NATHAM ROAD,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,2300,0,2300,621,Full,621,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TFK9,TW-REDHILLS,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,800,0,800,216,Full,216,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TAK5,RRLTW Bibikulam Madurai,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1200,0,1200,324,Full,324,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,TA11,"Sai Baba Colony, NSR Road",310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,800,0,800,216,Full,216,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,T9XT,RRL Trends Woman Coimbatore Fun Republic,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1500,0,1500,405,Full,405,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,T9CL,RRL Trends Woman Tanjore P.R.Plaza,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,900,0,900,243,Full,243,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,T7JE,RRL TW Thanjavur Langval Mall ABV Avenue,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,900,0,900,243,Full,243,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,T510,Annanagar ,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,1900,0,1900,513,Full,513,WIW,45,30 to 60 Days
5162385384,16.04.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Mar 26 -Jun 26 Coupons,9654,"T.V Samy Road, R.S Puram",310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.27,2900,0,2900,783,Full,783,WIW,45,30 to 60 Days
5162385381,16.04.2026,30.06.2026,11107060,MUTHU OFFSET PRINTERS,Mar 26 -Jun 26 Coupons,T27S,RRL Trends Chennai Sangeetha Kalyana Mah,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,8900,0,8900,2225,Full,2225,Trends,45,30 to 60 Days
5162385381,16.04.2026,30.06.2026,11107060,MUTHU OFFSET PRINTERS,Mar 26 -Jun 26 Coupons,9428,Velachery Main Road,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,12600,0,12600,3150,Full,3150,Trends,45,30 to 60 Days
5162385381,16.04.2026,30.06.2026,11107060,MUTHU OFFSET PRINTERS,Mar 26 -Jun 26 Coupons,8112,T Nagar Chennai,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,9700,0,9700,2425,Full,2425,Trends,45,30 to 60 Days
5162385381,16.04.2026,30.06.2026,11107060,MUTHU OFFSET PRINTERS,Mar 26 -Jun 26 Coupons,1930,"RIL MALL , Tirunelvelli",310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,10500,0,10500,2625,Full,2625,Trends,45,30 to 60 Days
5500756517,17.04.2026,30.06.2026,32622936,BRAND KEY SOLUTIONS PORMOTIONS AND,Venue Sales EB Payment TN,T990,RRL  Trends  Chengalpattu,,Venue Sales EB Payment,997212,6168,1,0,1,6168,Full,6168,Trends,40,30 to 60 Days
5500756517,17.04.2026,30.06.2026,32622936,BRAND KEY SOLUTIONS PORMOTIONS AND,Venue Sales EB Payment TN,TTF5,TW Kumbakonam,,Venue Sales EB Payment,997212,7800,1,0,1,7800,Full,7800,WIW,40,30 to 60 Days
5500756517,17.04.2026,30.06.2026,32622936,BRAND KEY SOLUTIONS PORMOTIONS AND,Venue Sales EB Payment TN,TTF5,TW Kumbakonam,,Venue Sales EB Payment,997212,7450,1,0,1,7450,Full,7450,WIW,40,30 to 60 Days
5166651277,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,1966,Providence Mall,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651277,05.05.2026,31.07.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T0E9,RRL Trends Man Puducherry,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Man,24,Less than 30 Days
5166651277,05.05.2026,31.07.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T0W2,RRL Trends Puducherry Reddiyarpalayam,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,5748,Santhi Colony Annanagar,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,5829,Manappakkam,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,5844,Avadi,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8105,RK salai,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8106,Valasaravakkam,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8107,Chrompet ,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8108,CTH Rd,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8109,"Gandhinagar, Adayar, Chennai",315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8110,Perambur Store,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8112,T Nagar Chennai,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8113,Thiruvanmiyur,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8114,Brook field,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,8118,Sal center,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,9636,Mylapore ,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,9654,"T.V Samy Road, R.S Puram",315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T0N8,RRL Trends Coimbatore VMS Arcade,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T1BF,RRL Trends Purasawalkam,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T27S,RRL Trends Chennai Sangeetha Kalyana Mah,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T522,Tambaram West,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T523,"Marina Mall, Chennai",315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T533,"Medavakkam,",315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T669,Forum Vijaya Mall,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,T83G,RRL Trends Chennai NCBS Colony,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TA11,"Sai Baba Colony, NSR Road",315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TAV7,RRL Trends Chennai Express Avenue,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TB26,RRL Trends Anna Nagar Chennai,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TE94,Kovilambakkam,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TEA6,RRL Trends Chennai Krishna Ngr,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,10,10000,4000,Partial,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TFK9,TW-REDHILLS,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TI54,"Jawahar Nagar, Perambur",315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,1000,9000,4000,Partial,3600,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TJ4E,RRL Trends Chennai D R Complex,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TKY6,TW-KK NAGAR CHENNAI,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TLB5,TW-SARAVANAMPATTI,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TMA6,RRL TJ Forum Vijaya Mall,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Junior,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TOB2,RRL Trends Coimbatore,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TPN5,TJ Saravanampatti Coimbatore,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Junior,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TPV0,TW Royapuram,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TQE5,RRL Trends Coimbatore,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TS24,"Pondy Bazaar,T Nagar, Chennai",315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TS82,RRL Trends Madhavaram Chennai,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TTE8,TW Vilankurichi Road Coimbatore,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TTF1,TW Race Course Road,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TTS0,TW Sungam Coimbatore,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TW17,RRL Trends Chennai OMR,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TWSH,TW Paruthipattu,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TWSM,TW Karumandapam,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TWSS,TW Kolathur,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TX42,RRL Trends Coimbatore Vadavalli,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Trends,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TY34,TW-MOGAPPAIR,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,WIW,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TY35,TM-MOGAPPAIR,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Junior,24,Less than 30 Days
5166651278,05.05.2026,30.06.2026,32619303,V Printz,POST CARD InstaMart <(>&<)> Zepto,TY4A,TJ SKLS Galaxy Mall Redhills,315027544,POST CARD 230 GSM 6*4 INCH,48172000,0.4,10000,0,10000,4000,Full,4000,Junior,24,Less than 30 Days
5166398967,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,T0E9,RRL Trends Man Puducherry,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,Man,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TX6X,RRL TST Musiri,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TY4A,TJ SKLS Galaxy Mall Redhills,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,Junior,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TXK8,TJ Kodungaiyur,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,Junior,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TX5M,RRL TST Manamadurai,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
