PO Number,PO Date,Delivery Dt,Vendor,Vendor Name,PO Header text,Site,Site Name,Article,Article Description,HSN/SAC Code.,         Price,    Quantity,    GRN Qty,Pending Qty,     Net Value,Status,Pending Value,Format,Days,Ageing
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TWTX,RRL TST Pochampalli,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TWSM,TW Karumandapam,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TWSH,TW Paruthipattu,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TWRG,TJ Kumbakonam,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,Junior,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TWPT,RRL Trends Kancheepuram,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,30000,30,29970,7500,Partial,7492.5,Trends,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TTS0,TW Sungam Coimbatore,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TTR8,TJ Mahalingapuram Pollachi,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,Junior,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TTL6,RRL TST Sriperumbudur,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TTF1,TW Race Course Road,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TTE8,TW Vilankurichi Road Coimbatore,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TTE4,RRL TST Bargur,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TTC6,RRL TST Gingee,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TTA1,RRL TST Thingal Nagar,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TSP1,RRL Trends Thanjavur,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,30000,0,30000,7500,Full,7500,Trends,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TQE5,RRL Trends Coimbatore,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,30000,0,30000,7500,Full,7500,Trends,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TPN5,TJ Saravanampatti Coimbatore,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,Junior,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TPI2,RRL TST Valapadi,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TP20,RRL TST Gobichettipalayam,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TO63,"TST Kunnathur road, Perundurai",310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TO39,TST Dharapuram,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TM07,Trichy Main road,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TLB5,TW-SARAVANAMPATTI,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TL3N,RRL Trends Kumarapalayam KMS Complex,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,30000,0,30000,7500,Full,7500,Trends,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TKB7,RRL TST Sankagiri,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TJQ6,RRL TW-KUMARAN ROAD,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TJQ1,RRL TJ-IYER BUNGLOW,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,Junior,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TJQ0,RRL TJ-MEYYANUR ROAD,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,Junior,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TJM7,RRL TM-MEYYANUR ROAD,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,Man,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TJ4E,RRL Trends Chennai D R Complex,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,30000,0,30000,7500,Full,7500,Trends,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TJ2Z,RRL TST Chengalpet,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TFK9,TW-REDHILLS,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TED4,RRL TST Periyanaickenpalayam,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TEA6,RRL Trends Chennai Krishna Ngr,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,30000,0,30000,7500,Full,7500,Trends,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TDZ5,RRL TST Thiruparankundram,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TCV4,RRL TST Kangeyam,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TAZZ,RRL TST Uthukkottai,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TAB5,RRL TST Tirukoilur,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,TA11,"Sai Baba Colony, NSR Road",310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,T9CL,RRL Trends Woman Tanjore P.R.Plaza,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,T7JE,RRL TW Thanjavur Langval Mall ABV Avenue,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,T41K,RRL TST Melur,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,T41J,RRL TST Kotagiri,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,T35G,RRL TST Sathiyamangalam,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,6500,0,6500,1625,Full,1625,TST,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,T27S,RRL Trends Chennai Sangeetha Kalyana Mah,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,30000,0,30000,7500,Full,7500,Trends,17,Less than 30 Days
5166398968,11.05.2026,30.06.2026,11107383,M/s. CREATIVE GRAPHIC PRINTS,Trends Catchment Coupon May-June 26,F1PB,RRL TW Arcot Arcot,310112840,"ART PAPER, 4X2.5IN, 130GSM 4+4 COL",49111010,0.25,16000,0,16000,4000,Full,4000,WIW,17,Less than 30 Days
5168143585,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TJM1,RRL TW-JN STREET,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,WIW,14,Less than 30 Days
5168143585,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TJM1,RRL TW-JN STREET,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,WIW,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TY30,RRL Trends DHARMAPURAM,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,80,0,80,3480,Full,3480,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TX4K,RRL TST Aruppukottai,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,TST,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TX42,RRL Trends Coimbatore Vadavalli,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,80,0,80,3480,Full,3480,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TW45,RRL TW-MEYYANUR ROAD,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,80,0,80,3480,Full,3480,WIW,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TV43,RRL Trends Trichy Srirangam,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TSP1,RRL Trends Thanjavur,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TOB2,RRL Trends Coimbatore,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,80,0,80,3480,Full,3480,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TGV5,RRL Trends Theni,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TGC5,RRL Trends Tirunelveli,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TG8W,RRL Trends Madurai Reliance Trends,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TG0D,RRL Trends Ramanathapuram Mandapam,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,TFM9,RRL TST Tenkasi,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,TST,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,T9IV,RRL TST Ambasamudram,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,TST,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,T956,"VOC Road, Cantonment",310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,T847,Thudiyalur,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,80,0,80,3480,Full,3480,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,T1HB,RRL Trends Tuticorin Town,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,T0N8,RRL Trends Coimbatore VMS Arcade,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,80,0,80,3480,Full,3480,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,9654,"T.V Samy Road, R.S Puram",310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,80,0,80,3480,Full,3480,WIW,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,9518,Pudukottai Main Road,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,8118,Sal center,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,8116,RTL Karur Store,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,80,0,80,3480,Full,3480,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,5965,New Scheme road,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,80,0,80,3480,Full,3480,Trends,14,Less than 30 Days
5168143586,15.05.2026,30.06.2026,32700244,BLUE SKY,TSF - Shopping Bag May 26,1930,"RIL MALL , Tirunelvelli",310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,120,0,120,5220,Full,5220,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TW17,RRL Trends Chennai OMR,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TW17,RRL Trends Chennai OMR,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TMK5,RRL TW Moulivakkam,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,WIW,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TMK5,RRL TW Moulivakkam,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,WIW,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TH36,RRL Trends Guduvancherry Chenn,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TH36,RRL Trends Guduvancherry Chenn,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TDX6,RRL Trends Chennai ECR,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TDX6,RRL Trends Chennai ECR,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TA12,"RIL Mall, Iyyapanthangal",310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,TA12,"RIL Mall, Iyyapanthangal",310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,T508,"Redhills Road, Ambattur",310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,WIW,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,T508,"Redhills Road, Ambattur",310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,WIW,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,9653,Mogappair West,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,9653,Mogappair West,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,9428,Velachery Main Road,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,9428,Velachery Main Road,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8113,Thiruvanmiyur,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8113,Thiruvanmiyur,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8111,"TH Road, Chennai",310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8111,"TH Road, Chennai",310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8109,"Gandhinagar, Adayar, Chennai",310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8109,"Gandhinagar, Adayar, Chennai",310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8108,CTH Rd,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8108,CTH Rd,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8107,Chrompet ,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,8107,Chrompet ,310116550,FL ECO SOLVENT FLEX BLACK BK PRNS STAR,49111010,30.5,41,0,41,1250.5,Full,1250.5,Trends,14,Less than 30 Days
5168143584,15.05.2026,30.06.2026,11105735,Sign Ocean,TSF - Shopping Bag May 26,5748,Santhi Colony Annanagar,310116553,BL FLEX ECOSOLVENT PRINTS (STAR),49111010,43.5,90,0,90,3915,Full,3915,Trends,14,Less than 30 Days
